ID,Name,Sex,Race,Node_Role,Network,Label,Label2
965,Luisa,f,WCA,S,2_to_9,,
966,Luisa,f,WCA,S,642,,
967,Luisa,f,WCA,S,642,,
968,Luisa,f,WCA,S,642,,
969,Luisa,f,WCA,S,1,,
970,Luisa,f,WCA,S,642,,
971,Luisa,f,WA,F,2_to_9,,
972,Luisa de Jesus,f,creole,F,2_to_9,,
973,Luisa de los Angeles,f,creole,F,1,,
974,Luisa de Santiago,f,WCA,S,2_to_9,,
975,Lusia,f,WCA,S,1,,
976,Lusiana,f,WCA,S,642,,
977,Madalena,f,WCA,S,642,,
978,Madalena,f,WCA,S,2_to_9,,
979,Madalena,f,WCA,S,642,,
980,Madalena,f,WCA,S,120,,
981,Madalena,f,WCA,S,642,,
982,Madalena,f,WCA,S,642,,
983,Madalena,f,WCA,S,642,,
984,Madalena,f,WCA,S,642,,
985,Madalena,f,WCA,S,120,,
986,Madalena,f,WCA,S,642,,
987,Madalena de la Cruz,f,WCA,S,642,,
988,Madalena de la Cruz,f,WCA,S,2_to_9,,
989,Madalena de la Cruz,f,WCA,S,1,,
990,Madalena de San Joseph,f,Non-Af,F,2_to_9,,
991,Madalena sanchez,f,creole,F,1,,
992,Maneul de Silva,m,WCA,S,1,,
993,Manuel,m,WCA,S,642,,
994,Manuel,m,WA,S,642,,
995,Manuel,m,WCA,S,1,,
996,Manuel,m,WCA,S,642,,
997,Manuel,m,WCA,S,1,,
998,Manuel,m,WCA,S,2_to_9,,
999,Manuel,m,WCA,S,1,,
1000,Manuel,m,WCA,S,2_to_9,,
1001,Manuel,m,Asian,S,1,,
1002,Manuel,m,WA,S,2_to_9,,
1003,Manuel,m,WCA,S,642,,
1004,Manuel,m,WCA,S,1,,
1005,Manuel,m,WCA,S,642,,
1006,Manuel,m,WCA,S,642,,
1007,Manuel,m,WCA,S,1,,
1008,Manuel,m,WCA,S,2_to_9,,
1009,Manuel,m,WCA,S,1,,
1010,Manuel,m,WCA,S,1,,
1011,Manuel,m,WA,S,1,,
1012,Manuel,m,WCA,S,1,,
1013,Manuel,m,WA,S,1,,
1014,Manuel,m,WA,S,2_to_9,,
1015,Manuel,m,WCA,S,642,,
1016,Manuel,m,WA,S,2_to_9,,
1017,Manuel,m,WA,S,642,Manuel (Salazar),Manuel (Salazar)
1018,Manuel,m,WCA,S,642,,
1019,Manuel,m,WCA,S,1,,
1020,Manuel,m,WCA,S,2_to_9,,
1021,Manuel,m,WCA,S,1,,
1022,Manuel,m,WCA,S,642,,
1023,Manuel,m,WCA,S,642,,
1024,Manuel,m,WCA,S,1,,
1025,Manuel,m,WCA,S,1,,
1026,Manuel,m,WCA,S,1,,
1027,Manuel,m,WCA,S,642,,
1028,Manuel,m,WCA,S,1,,
1029,Manuel,m,WCA,S,1,,
1030,Manuel,m,WCA,S,642,,
1031,Manuel,m,WCA,S,1,,
1032,Manuel Alvarez,m,Unk,S,1,,
1033,Manuel Correas,m,creole,S,1,,
1034,Manuel de Herrera,m,unkBlack,S,1,,
1035,Manuel de la Cruz,m,WCA,S,1,,
1036,Manuel de la Cruz,m,WCA,S,1,,
1037,Manuel de la Cruz,m,WCA,S,642,,
1038,Manuel de la Cruz,m,WCA,S,642,,
1039,Manuel de la Cruz,m,unkBlack,S,2_to_9,,
1040,Manuel de la Cruz,m,WCA,S,642,,
1041,Manuel de Paredes,m,WA,S,1,,
1042,Manuel de Santiago,m,WCA,S,2_to_9,,
1043,Manuel de Saucedo,m,creole,F,2_to_9,,
1044,Manuel Gonzalez,m,WCA,S,2_to_9,,
1045,Manuel Gonzalez,m,WCA,S,1,,
1046,Manuel Sanchez,m,WCA,S,1,,
1047,Manuela,f,WCA,S,642,,
1048,Marcela,f,WCA,S,1,,
1049,Marcos,m,WCA,S,642,,
1050,Marcos,m,WCA,S,642,,
1051,Marcos,m,WCA,S,642,,
1052,Marcos,m,WA,S,2_to_9,,
1053,Marcos Rico,m,Non-Af,F,1,,
1054,margarita,f,WCA,S,642,,
1055,Margarita,f,WCA,S,642,,
1056,Margarita,f,WCA,S,1,,
1057,Margarita,f,WCA,S,1,,
1058,Margarita,f,WCA,S,642,,
1059,Margarita,f,WCA,S,120,,
1060,Margarita,f,WCA,S,1,,
1061,Maria,f,WCA,S,642,,
1062,Maria,f,WCA,S,642,,Maria (Almonci)
1063,Maria,f,WA,S,1,,
1064,Maria,f,WCA,S,642,,
1065,Maria,f,WCA,S,1,,
1066,Maria,f,WCA,S,642,,
1067,Maria,f,WCA,S,1,,
1068,Maria,f,WA,S,1,,
1069,Maria,f,WCA,S,1,,
1070,Maria,f,WCA,S,2_to_9,,
1071,Maria,f,WCA,S,1,,
1072,Maria,f,WCA,S,1,,
1073,Maria,f,WA,S,1,,
1074,Maria,f,WCA,S,642,,
1075,Maria,f,WCA,S,2_to_9,,
1076,Maria,f,WCA,S,2_to_9,,
1077,Maria,f,WCA,S,120,,
1078,Maria,f,WCA,S,2_to_9,,
1079,Maria,f,WCA,S,1,,
1080,Maria,f,WCA,S,1,,
1081,Maria,f,WA,S,2_to_9,,
1082,Maria,f,WCA,S,1,,
1083,Maria,f,WA,S,1,,
1084,Maria,f,WCA,S,642,,
1085,Maria,f,WCA,S,2_to_9,,
1086,Maria,f,WA,S,1,,
1087,Maria,f,WA,S,2_to_9,,
1088,Maria,f,WCA,S,2_to_9,,
1089,Maria,f,WCA,S,642,,
1090,Maria,f,WCA,S,2_to_9,,
1091,Maria,f,WCA,S,1,,
1092,Maria,f,WCA,S,2_to_9,,
1093,Maria,f,WCA,S,120,,
1094,Maria,f,WCA,S,642,,
1095,Maria,f,WCA,S,642,,
1096,Maria,f,WCA,S,642,,
1097,Maria,f,WCA,S,2_to_9,,
1098,Maria,f,WCA,S,642,,
1099,Maria,f,WCA,S,642,,
1100,Maria,f,WCA,S,2_to_9,,
1101,Maria,f,WCA,S,1,,
1102,Maria,f,WCA,S,642,,
1103,Maria,f,WCA,S,2_to_9,,
1104,Maria,f,WA,S,2_to_9,,
1105,Maria,f,WCA,S,2_to_9,,
1106,Maria,f,WA,S,1,,
1107,Maria,f,WCA,S,1,,
1108,Maria,f,WA,S,1,,
1109,Maria,f,WCA,S,1,,
1110,Maria,f,WA,S,1,,
1111,Maria,f,WCA,S,642,,
1112,Maria,f,WCA,S,2_to_9,,
1113,Maria,f,WCA,S,1,,
1114,Maria,f,WCA,S,642,,
1115,Maria,f,WCA,S,642,,
1116,Maria,f,WCA,S,2_to_9,,
1117,Maria,f,WCA,S,1,,
1118,Maria,f,WCA,S,1,,
1119,Maria,f,WA,S,1,,
1120,Maria,f,WCA,S,642,,
1121,Maria,f,WA,S,1,,
1122,Maria,f,WA,S,2_to_9,,
1123,Maria,f,WCA,S,642,,
1124,Maria,f,WCA,S,642,,
1125,Maria,f,WCA,S,642,,
1126,Maria,f,WCA,S,1,,
1127,Maria,f,WCA,S,1,,
1128,Maria,f,WCA,S,120,,
1129,Maria,f,WCA,S,642,,
1130,Maria,f,WCA,S,1,,
1131,Maria,f,WCA,S,642,,
1132,Maria,f,WCA,S,1,,
1133,Maria,f,WA,S,642,,
1134,Maria,f,Unk,S,1,,
1135,Maria,f,WCA,S,1,,
1136,Maria,f,WCA,S,642,,
1137,Maria,f,WCA,S,2_to_9,,
1138,Maria,f,WCA,S,1,,
1139,Maria,f,WCA,S,2_to_9,,
1140,Maria,f,WA,S,1,,
1141,Maria,f,WCA,S,1,,
1142,Maria Alvarez,f,creole,F,1,,
1143,Maria de Arce,f,WA,F,1,,
1144,Maria de Caceres,f,WCA,S,1,,
1145,Maria de Gabiria,f,Non-Af,F,1,,
1146,Maria de la Cruz,f,WA,S,1,,
1147,Maria de la Cruz,f,WCA,S,642,,
1148,Maria de la Cruz,f,WCA,S,1,,
1149,Maria de la Cruz,f,WCA,S,1,,
1150,Maria de la Cruz,f,WCA,S,2_to_9,,
1151,Maria de la Cruz,f,WCA,S,642,,
1152,Maria de la Cruz,f,WCA,S,2_to_9,,
1153,Maria de la Cruz,f,WCA,S,642,,
1154,Maria de la Cruz,f,creole,S,2_to_9,,
1155,Maria de la Cruz,f,WCA,S,1,,
1156,Maria de la Cruz,f,Unk,S,1,,
1157,Maria de la Cruz,f,WCA,S,642,,
1158,Maria de la Cruz,f,WCA,S,2_to_9,,
1159,Maria de la Cruz,f,WCA,S,642,,
1160,Maria de la Cruz,f,WCA,S,1,,
1161,Maria de la Cruz,f,WCA,S,642,,
1162,Maria de la Cruz,f,WCA,F,2_to_9,,
1163,Maria de los Angeles,f,WCA,S,1,,
1164,Maria de los Reyes,f,creole,F,1,,
1165,Maria de Salinas,f,WCA,S,1,,
1166,Maria de San Andres,f,WCA,F,1,,
1167,Maria de San Jeronimo,f,Non-Af,F,1,,
1168,Maria del Torre,f,creole,F,1,,
1169,Maria Juana,f,Non-Af,F,1,,
1170,Maria Madalena,f,WCA,S,1,,
1171,Maria Madalena,f,WA,F,1,,
1172,Mariana,f,WCA,S,642,,
1173,Mariana,f,WCA,S,2_to_9,,
1174,Mariana,f,WCA,S,1,,
1175,Mariana,f,WCA,S,642,,
1176,Mariana,f,WA,F,1,,
1177,Mariana de Jesus,f,Non-Af,F,1,,
1178,Marta,f,WCA,S,1,,
1179,Marta,f,WCA,S,2_to_9,,
1180,Marta,f,WCA,S,642,,
1181,Marta,f,WCA,S,642,,
1182,Marta,f,WCA,S,642,,
1183,Marta,f,WCA,S,1,,
1184,Marta,f,WCA,S,642,,
1185,Marta de la Natividad,f,creole,F,1,,
1186,Martin,m,WCA,S,1,,
1187,Martin,m,WCA,S,1,,
1188,Martin,m,WA,S,2_to_9,,
1189,Martin,m,WCA,S,2_to_9,,
1190,Martin,m,WCA,S,642,,
1191,Mateo,m,WCA,S,2_to_9,,
1192,Mateo,m,WCA,S,1,,
1193,Mateo,m,unkBlack,S,2_to_9,,
1195,Mateo,m,WCA,S,642,,
1196,Mateo,m,WCA,S,2_to_9,,
1197,Mateo,m,unkBlack,S,2_to_9,,
1198,Mateo,m,WCA,S,1,,
1199,Mateo,m,unkBlack,S,1,,
1200,Mateo,m,WCA,S,1,,
1201,Mateo,m,WCA,S,1,,
1202,Mateo,m,WCA,S,642,,
1203,Mateo,m,WCA,S,2_to_9,,
1204,Mateo,m,WCA,S,1,,
1205,Mateo,m,WCA,S,642,,
1206,Mateo,m,WCA,S,2_to_9,,
1207,Mateo,m,WCA,S,2_to_9,,
1208,Mateo,m,WCA,S,642,,
1209,Mateo,m,WCA,S,642,,
1210,Mateo,m,WCA,S,1,,
1211,Mateo,m,WCA,S,642,,
1212,Mateo,m,WCA,S,120,,
1213,Mateo,m,WCA,S,1,,
1214,Mateo,m,WCA,S,1,,
1215,Mateo,m,WCA,S,642,,
1216,Mateo,m,WCA,S,642,,
1217,Mateo de la Cruz,m,WCA,S,2_to_9,,
1218,Mateo de la Cruz,m,WCA,S,2_to_9,,
1219,Mateo de la Cruz,m,unkBlack,S,2_to_9,,
1220,Mateo de Miranda,m,WCA,S,1,,
1221,Mateo Juarez,m,Non-Af,F,1,,
1222,Mateo Ruiz,m,unkBlack,S,2_to_9,,
1223,Mateo Ruiz,m,WCA,S,642,,
1224,Matias Hernandez,m,Non-Af,F,2_to_9,,
1225,Matias Tello,m,WCA,S,1,,
1226,Melchor,m,WCA,S,642,,
1227,Melchor,m,WCA,S,642,,
1228,Melchor,m,WCA,S,1,,
1229,Melchor,m,WCA,S,642,,
1230,Melchor,m,WCA,S,1,,
1231,Melchor,m,WCA,S,642,,
1232,Melchor de la Cruz,m,Non-Af,F,1,,
1233,Melchor de Villescas,m,Unk,F,1,,
1234,Melchor Hernandez,m,creole,F,1,,
1235,Melchora,f,creole,S,2_to_9,,
1236,Melchora de Valdes,f,creole,S,1,,
1237,Micaela,f,WCA,S,642,,
1238,Miguel,m,WCA,S,1,,
1239,Miguel,m,WCA,S,2_to_9,,
1240,Miguel,m,WCA,S,642,,
1241,Miguel,m,WCA,S,1,,
1242,Miguel,m,WCA,S,1,,
1243,Miguel,m,WCA,S,2_to_9,,
1244,Miguel,m,WCA,S,2_to_9,,
1245,Miguel,m,WCA,S,120,,
1246,Miguel,m,WCA,S,642,,
1247,Miguel,m,WCA,S,1,,
1249,Miguel,m,WCA,S,120,,
1250,Miguel,m,WCA,S,642,,
1251,Miguel,m,WCA,S,2_to_9,,
1252,Miguel,m,WCA,S,1,,
1253,Miguel,m,WCA,S,642,,
1254,Miguel,m,WCA,S,642,,
1255,Miguel de Anguâ€¦,m,Non-Af,F,1,,
1256,Miguel de la Cruz,m,WCA,S,642,,
1257,Miguel de la Cruz,m,WCA,S,120,,
1258,Miguel de la Cruz,m,WCA,S,120,,
1259,Miguel de los Angeles,m,WCA,S,642,,
1260,Miguel de Silva,m,WCA,S,1,,
1261,Miguel Diaz,m,Asian,S,1,,
1262,Miguel Gonzalo,m,WCA,S,1,,
1263,Monica,f,Asian,S,642,,
1264,Monica,f,WCA,S,120,Mónica (Lorenzana),Mónica (Lorenzana)
1265,Monica,f,WCA,S,1,,
1266,Monica,f,WCA,S,642,,
1267,Nicolas,m,WA,S,1,,
1268,Nicolas,m,WA,S,1,,
1269,Nicolas,m,WA,S,1,,
1270,Nicolas,m,creole,S,1,,
1271,Nicolas,m,WA,S,642,,
1272,Nicolas,m,WA,F,642,,
1273,Nicolas Bravo,m,creole,S,1,,
1274,Nicolas de Contreras,m,creole,F,1,,
1275,Nicolas de Irolo,m,WCA,S,642,,
1276,Nicolas de la Cruz,m,WCA,S,1,,
1277,Nicolas de la Cruz Godoy,m,creole,F,1,,
1278,Nicolas de Santiago,m,WCA,S,2_to_9,,
1279,Nicolas Duarte,m,WCA,S,642,,
1280,Nicolas Mateo,m,Non-Af,F,1,,
1281,Pablo,m,WCA,S,120,,
1282,Pablo,m,WCA,S,642,,
1283,Pablo,m,WCA,S,642,,
1284,Pablo,m,WCA,S,1,,
1285,Pablo,m,WCA,S,2_to_9,,
1286,Pablo,m,WCA,S,2_to_9,,
1287,Pablo,m,WCA,S,120,,
1289,Pablo,m,WCA,S,1,,
1290,Pablo,m,WCA,S,642,,
1291,Pablo de la Cruz,m,WCA,S,1,,
1292,Pablo de la Cruz,m,WCA,S,642,,
1293,Pablo de la Cruz,m,creole,S,642,,
1294,Pascual,m,WCA,S,642,,
1295,Pascual,m,WCA,S,642,,
1296,Pascual,m,creole,S,642,,
1297,Pascual de los Reyes,m,WCA,S,642,,
1298,Pascual de los Reyes,m,WCA,S,1,,
1299,Pascual Torres,m,unkBlack,F,2_to_9,,
1300,Pascuala,f,WCA,S,1,,
1301,Pascuala,f,creole,F,2_to_9,,
1302,Pascuala de la Resurreccion,f,WCA,S,2_to_9,,
1303,Pascuala de los Reyes,f,creole,S,1,,
1304,Pascuala Gutierrez,f,Non-Af,F,1,,
1305,Paula,f,WCA,S,642,,
1306,Paula,f,unkBlack,S,642,,
1307,Paula de la Cruz,f,WCA,S,2_to_9,,
1308,Pedro,m,WCA,S,1,,
1309,Pedro,m,WCA,S,2_to_9,,
1310,Pedro,m,WCA,S,642,,
1311,Pedro,m,WA,S,2_to_9,,
1312,Pedro,m,WCA,S,642,,
1313,Pedro,m,WCA,S,1,,
1314,Pedro,m,WA,S,642,,
1315,Pedro,m,WA,S,1,,
1316,Pedro,m,WCA,S,1,,
1317,Pedro,m,WCA,S,2_to_9,,
1318,Pedro,m,WCA,S,2_to_9,,
1319,Pedro,m,WCA,S,120,,
1320,Pedro,m,WCA,S,642,,
1321,Pedro,m,WCA,S,2_to_9,,
1322,Pedro,m,WA,S,1,,
1323,Pedro,m,WA,S,1,,
1324,Pedro,m,WCA,S,1,,
1325,Pedro,m,WCA,S,1,,
1326,Pedro,m,WCA,S,1,,
1327,Pedro,m,WCA,S,2_to_9,,
1328,Pedro,m,WCA,S,1,,
1329,Pedro,m,WA,S,1,,
1330,Pedro,m,WCA,S,2_to_9,,
1331,Pedro,m,WCA,S,642,,
1332,Pedro de la Cruz,m,WCA,S,2_to_9,,
1333,Pedro,m,WA,S,2_to_9,,
1334,Pedro,m,WCA,S,1,,
1335,Pedro,m,WCA,S,1,,
1337,Pedro,m,WCA,S,1,,
1338,Pedro,m,WCA,S,642,,
1339,Pedro,m,WCA,S,1,,
1340,Pedro,m,WCA,S,1,,
1341,Pedro,m,WCA,S,642,,
1342,Pedro,m,WCA,S,2_to_9,,
1343,Pedro,m,WA,S,1,,
1344,Pedro,m,WA,S,1,,
1345,Pedro,m,WCA,S,2_to_9,,
1346,Pedro,m,WCA,S,2_to_9,,
1347,Pedro,m,WCA,S,1,,
1348,Pedro,m,WA,S,2_to_9,,
1349,Pedro,m,WCA,S,642,,
1350,Pedro,m,WCA,S,642,,
1351,Pedro,m,WCA,S,2_to_9,,
1352,Pedro,m,WA,S,2_to_9,,
1353,Pedro,m,WA,S,2_to_9,,
1354,Pedro,m,WCA,S,120,,
1355,Pedro,m,WCA,S,1,,
1356,Pedro,m,WCA,S,642,,
1357,Pedro,m,WCA,S,1,,
1358,Pedro Basquez,m,WCA,S,1,,
1359,Pedro Camarena,m,creole,S,1,,
1360,Pedro de Alcoa,m,creole,F,1,,
1361,Pedro de Bustamonte,m,WCA,S,2_to_9,,
1362,Pedro de Cuello,m,Asian,S,2_to_9,,
1363,Pedro de Fonseca,m,WCA,S,1,,
1364,Pedro de la Cruz,m,WCA,S,1,,
1365,Pedro de la Cruz,m,WCA,S,642,,
1366,Pedro de la Cruz,m,Asian,S,1,,
1367,Pedro de la Cruz,m,WCA,S,642,,
1369,Pedro de la Cruz,m,WCA,S,2_to_9,,
1370,Pedro de la Cruz,m,WCA,S,1,,
1371,Pedro de la Fuente,m,WCA,S,1,,
1372,Pedro de la Fuente,m,WCA,S,1,,
1373,Pedro de la Fuente,m,WCA,S,642,,
1374,Pedro de la Fuente,m,WCA,S,1,,
1375,Pedro de los Angeles,m,Non-Af,F,1,,
1376,Pedro de Ochoa,m,creole,F,1,,
1377,Pedro de Ortega,m,creole,S,1,,
1378,Pedro Enriquez,m,Non-Af,F,1,,
1379,Pedro Garcia,m,WCA,S,642,,
1380,Pedro Garcia,m,WCA,S,642,Pedro Garcia (Mansilla),Pedro Garcia (Mansilla)
1381,Pedro Gonzales,m,WA,F,2_to_9,,
1382,Pedro Luis,m,WA,F,1,,
1383,Pedro Matias,m,creole,S,1,,
1384,Pedro Mosatalla,m,Unk,F,1,,
1385,Pedro Munoz de la Parra,m,Non-Af,F,1,,
1386,Pedro Ruiz de Aguilar,m,Non-Af,F,1,,
1387,Pedro Soltero,m,WA,S,1,,
1388,Pedro Soltero,m,WA,S,2_to_9,,
1389,Petrona de Barra,f,WCA,S,1,,
1390,Polonia,f,WCA,S,1,,
1391,Polonia,f,WCA,S,1,,
1392,Rodrigo,m,WA,S,1,,
1393,Rodrigo Franquez del Villalobos,m,creole,F,1,,
1394,Rufina,f,WCA,S,2_to_9,,
1395,Rufina,f,WCA,S,642,,
1396,Rufina de la Encarnacion,f,WCA,S,1,,
1397,Rufina de San Cristobal,f,WCA,S,1,,
1398,Sabrina,f,WCA,S,2_to_9,,
1399,Salvador,m,WCA,S,1,,
1400,Salvador de Aviles,m,creole,S,1,,
1401,Sebastian,m,WCA,S,2_to_9,,
1402,Sebastian,m,WCA,S,1,,
1403,Sebastian,m,WCA,S,642,,
1404,Sebastian,m,WCA,S,2_to_9,,
1405,Sebastian,m,WCA,S,2_to_9,,
1406,Sebastian,m,WCA,S,2_to_9,,
1407,Sebastian,m,WA,S,1,,
1408,Sebastian,m,WCA,S,1,,
1409,Sebastian,m,creole,S,642,,
1410,Sebastian,m,WCA,S,1,,
1411,Sebastian,m,WCA,S,1,,
1412,Sebastian,m,WCA,S,1,,
1413,Sebastian,m,WCA,S,120,,
1414,Sebastian,m,WCA,S,642,,
1415,Sebastian,m,WCA,S,2_to_9,,
1416,Sebastian,m,WCA,S,1,,
1417,Sebastian,m,WCA,S,2_to_9,,
1418,Sebastian,m,WCA,S,1,,
1419,Sebastian,m,WCA,S,1,,
1420,Sebastian,m,WCA,S,2_to_9,,
1421,Sebastian,m,WCA,S,1,,
1422,Sebastian,m,WCA,S,1,,
1424,Sebastian,m,WCA,S,1,,
1425,Sebastian,m,WCA,S,642,,
1426,Sebastian,m,WCA,S,2_to_9,,
1427,Sebastian,m,WCA,S,642,,
1428,Sebastian,m,WCA,S,1,,
1429,Sebastian,m,WCA,S,1,,
1430,Sebastian de la Cruz,m,WCA,S,2_to_9,,
1431,Sebastian de la Cruz,m,Asian,S,1,,
1432,Sebastian de la Cruz,m,WCA,S,1,,
1433,Sebastian de la Cruz,m,WCA,S,642,,
1434,Sebastian de la Cruz,m,WCA,S,642,,
1435,Sebastian de Palma,m,WCA,S,1,,
1436,Sebastian Hernandez,m,creole,S,1,,
1437,Sebastian Hernando,m,WCA,S,1,,
1438,Sebastian Manuel,m,WCA,S,1,,
1439,Sebastian Perez,m,WCA,S,1,,
1440,Sebastiana de Astudillo,f,Non-Af,F,1,,
1441,Sebastiana de Bautista,f,WCA,S,1,,
1442,Serafina,f,WCA,S,2_to_9,,
1443,Simon,m,WCA,S,1,,
1444,Simon,m,WCA,S,120,,
1445,Simon,m,WCA,S,642,,
1446,Simon,m,WA,S,1,,
